frame_index;total_frames;activity;score;faces_count;emotion
13;3326;lab coat;0.381996750831604;4;sad
13;3326;lab coat;0.381996750831604;4;happy
13;3326;lab coat;0.381996750831604;4;fear
14;3326;lab coat;0.422767698764801;4;angry
14;3326;lab coat;0.422767698764801;4;sad
14;3326;lab coat;0.422767698764801;4;neutral
14;3326;lab coat;0.422767698764801;4;fear
15;3326;lab coat;0.42995014786720276;4;angry
15;3326;lab coat;0.42995014786720276;4;sad
15;3326;lab coat;0.42995014786720276;4;neutral
15;3326;lab coat;0.42995014786720276;4;fear
16;3326;lab coat;0.4460889995098114;4;sad
16;3326;lab coat;0.4460889995098114;4;sad
16;3326;lab coat;0.4460889995098114;4;neutral
16;3326;lab coat;0.4460889995098114;4;fear
17;3326;lab coat;0.441593199968338;4;fear
17;3326;lab coat;0.441593199968338;4;sad
17;3326;lab coat;0.441593199968338;4;happy
17;3326;lab coat;0.441593199968338;4;fear
18;3326;lab coat;0.345907986164093;4;angry
18;3326;lab coat;0.345907986164093;4;sad
18;3326;lab coat;0.345907986164093;4;happy
18;3326;lab coat;0.345907986164093;4;fear
19;3326;lab coat;0.33700811862945557;4;angry
19;3326;lab coat;0.33700811862945557;4;sad
19;3326;lab coat;0.33700811862945557;4;happy
19;3326;lab coat;0.33700811862945557;4;fear
20;3326;lab coat;0.3126968443393707;4;neutral
20;3326;lab coat;0.3126968443393707;4;sad
20;3326;lab coat;0.3126968443393707;4;neutral
20;3326;lab coat;0.3126968443393707;4;fear
21;3326;lab coat;0.26262786984443665;4;sad
21;3326;lab coat;0.26262786984443665;4;sad
21;3326;lab coat;0.26262786984443665;4;neutral
21;3326;lab coat;0.26262786984443665;4;fear
22;3326;lab coat;0.20965033769607544;4;sad
22;3326;lab coat;0.20965033769607544;4;sad
22;3326;lab coat;0.20965033769607544;4;neutral
22;3326;lab coat;0.20965033769607544;4;fear
23;3326;lab coat;0.16233845055103302;4;sad
23;3326;lab coat;0.16233845055103302;4;sad
23;3326;lab coat;0.16233845055103302;4;neutral
23;3326;lab coat;0.16233845055103302;4;fear
24;3326;lab coat;0.18985694646835327;4;sad
24;3326;lab coat;0.18985694646835327;4;sad
24;3326;lab coat;0.18985694646835327;4;neutral
24;3326;lab coat;0.18985694646835327;4;fear
25;3326;lab coat;0.19607530534267426;4;sad
25;3326;lab coat;0.19607530534267426;4;sad
25;3326;lab coat;0.19607530534267426;4;neutral
25;3326;lab coat;0.19607530534267426;4;fear
26;3326;lab coat;0.18289567530155182;4;sad
26;3326;lab coat;0.18289567530155182;4;sad
26;3326;lab coat;0.18289567530155182;4;angry
26;3326;lab coat;0.18289567530155182;4;sad
27;3326;lab coat;0.2651573717594147;4;sad
27;3326;lab coat;0.2651573717594147;4;sad
27;3326;lab coat;0.2651573717594147;4;neutral
27;3326;lab coat;0.2651573717594147;4;fear
28;3326;lab coat;0.31701895594596863;4;sad
28;3326;lab coat;0.31701895594596863;4;sad
28;3326;lab coat;0.31701895594596863;4;happy
28;3326;lab coat;0.31701895594596863;4;fear
29;3326;lab coat;0.3129543960094452;4;sad
29;3326;lab coat;0.3129543960094452;4;neutral
29;3326;lab coat;0.3129543960094452;4;fear
29;3326;lab coat;0.3129543960094452;4;happy
30;3326;lab coat;0.23633503913879395;4;sad
30;3326;lab coat;0.23633503913879395;4;sad
30;3326;lab coat;0.23633503913879395;4;happy
30;3326;lab coat;0.23633503913879395;4;fear
31;3326;lab coat;0.23824059963226318;4;sad
31;3326;lab coat;0.23824059963226318;4;sad
31;3326;lab coat;0.23824059963226318;4;happy
31;3326;lab coat;0.23824059963226318;4;fear
32;3326;stethoscope;0.21302145719528198;4;sad
32;3326;stethoscope;0.21302145719528198;4;sad
32;3326;stethoscope;0.21302145719528198;4;happy
32;3326;stethoscope;0.21302145719528198;4;fear
33;3326;stethoscope;0.2604514956474304;4;sad
33;3326;stethoscope;0.2604514956474304;4;sad
33;3326;stethoscope;0.2604514956474304;4;happy
33;3326;stethoscope;0.2604514956474304;4;fear
34;3326;stethoscope;0.2987957000732422;4;sad
34;3326;stethoscope;0.2987957000732422;4;sad
34;3326;stethoscope;0.2987957000732422;4;angry
34;3326;stethoscope;0.2987957000732422;4;fear
35;3326;stethoscope;0.3278280794620514;4;sad
35;3326;stethoscope;0.3278280794620514;4;sad
35;3326;stethoscope;0.3278280794620514;4;neutral
35;3326;stethoscope;0.3278280794620514;4;fear
36;3326;stethoscope;0.2524296045303345;4;sad
36;3326;stethoscope;0.2524296045303345;4;neutral
36;3326;stethoscope;0.2524296045303345;4;neutral
36;3326;stethoscope;0.2524296045303345;4;fear
37;3326;stethoscope;0.2634790539741516;4;sad
37;3326;stethoscope;0.2634790539741516;4;sad
37;3326;stethoscope;0.2634790539741516;4;happy
37;3326;stethoscope;0.2634790539741516;4;fear
38;3326;lab coat;0.24343685805797577;4;sad
38;3326;lab coat;0.24343685805797577;4;neutral
38;3326;lab coat;0.24343685805797577;4;neutral
38;3326;lab coat;0.24343685805797577;4;fear
39;3326;lab coat;0.2185056358575821;4;sad
39;3326;lab coat;0.2185056358575821;4;fear
39;3326;lab coat;0.2185056358575821;4;sad
39;3326;lab coat;0.2185056358575821;4;neutral
40;3326;lab coat;0.21880364418029785;4;sad
40;3326;lab coat;0.21880364418029785;4;sad
40;3326;lab coat;0.21880364418029785;4;angry
40;3326;lab coat;0.21880364418029785;4;fear
41;3326;lab coat;0.14482815563678741;4;sad
41;3326;lab coat;0.14482815563678741;4;sad
41;3326;lab coat;0.14482815563678741;4;neutral
41;3326;lab coat;0.14482815563678741;4;fear
42;3326;lab coat;0.14840088784694672;4;sad
42;3326;lab coat;0.14840088784694672;4;sad
42;3326;lab coat;0.14840088784694672;4;fear
42;3326;lab coat;0.14840088784694672;4;angry
43;3326;lab coat;0.15927040576934814;4;sad
43;3326;lab coat;0.15927040576934814;4;neutral
43;3326;lab coat;0.15927040576934814;4;angry
43;3326;lab coat;0.15927040576934814;4;fear
44;3326;lab coat;0.17095507681369781;4;sad
44;3326;lab coat;0.17095507681369781;4;neutral
44;3326;lab coat;0.17095507681369781;4;fear
44;3326;lab coat;0.17095507681369781;4;happy
45;3326;lab coat;0.11341199278831482;4;sad
45;3326;lab coat;0.11341199278831482;4;fear
45;3326;lab coat;0.11341199278831482;4;neutral
45;3326;lab coat;0.11341199278831482;4;fear
46;3326;oxygen mask;0.12618736922740936;4;sad
46;3326;oxygen mask;0.12618736922740936;4;fear
46;3326;oxygen mask;0.12618736922740936;4;sad
46;3326;oxygen mask;0.12618736922740936;4;neutral
47;3326;lab coat;0.17994217574596405;4;sad
47;3326;lab coat;0.17994217574596405;4;fear
47;3326;lab coat;0.17994217574596405;4;neutral
47;3326;lab coat;0.17994217574596405;4;fear
48;3326;stethoscope;0.20098285377025604;4;sad
48;3326;stethoscope;0.20098285377025604;4;sad
48;3326;stethoscope;0.20098285377025604;4;neutral
48;3326;stethoscope;0.20098285377025604;4;fear
49;3326;stethoscope;0.18613043427467346;4;sad
49;3326;stethoscope;0.18613043427467346;4;neutral
49;3326;stethoscope;0.18613043427467346;4;fear
49;3326;stethoscope;0.18613043427467346;4;neutral
50;3326;stethoscope;0.2572956383228302;4;sad
50;3326;stethoscope;0.2572956383228302;4;sad
50;3326;stethoscope;0.2572956383228302;4;neutral
50;3326;stethoscope;0.2572956383228302;4;fear
51;3326;stethoscope;0.2226216197013855;4;sad
51;3326;stethoscope;0.2226216197013855;4;sad
51;3326;stethoscope;0.2226216197013855;4;sad
51;3326;stethoscope;0.2226216197013855;4;neutral
52;3326;lab coat;0.26718151569366455;4;sad
52;3326;lab coat;0.26718151569366455;4;neutral
52;3326;lab coat;0.26718151569366455;4;neutral
52;3326;lab coat;0.26718151569366455;4;sad
53;3326;lab coat;0.35928264260292053;4;sad
53;3326;lab coat;0.35928264260292053;4;sad
53;3326;lab coat;0.35928264260292053;4;happy
53;3326;lab coat;0.35928264260292053;4;fear
54;3326;lab coat;0.3646230101585388;4;sad
54;3326;lab coat;0.3646230101585388;4;sad
54;3326;lab coat;0.3646230101585388;4;happy
54;3326;lab coat;0.3646230101585388;4;fear
55;3326;lab coat;0.38239437341690063;4;sad
55;3326;lab coat;0.38239437341690063;4;sad
55;3326;lab coat;0.38239437341690063;4;happy
55;3326;lab coat;0.38239437341690063;4;fear
56;3326;stethoscope;0.29624485969543457;3;neutral
56;3326;stethoscope;0.29624485969543457;3;neutral
56;3326;stethoscope;0.29624485969543457;3;fear
57;3326;stethoscope;0.2993759512901306;4;sad
57;3326;stethoscope;0.2993759512901306;4;neutral
57;3326;stethoscope;0.2993759512901306;4;neutral
57;3326;stethoscope;0.2993759512901306;4;fear
58;3326;stethoscope;0.3251754343509674;3;sad
58;3326;stethoscope;0.3251754343509674;3;neutral
58;3326;stethoscope;0.3251754343509674;3;fear
59;3326;lab coat;0.3436867296695709;4;neutral
59;3326;lab coat;0.3436867296695709;4;sad
59;3326;lab coat;0.3436867296695709;4;neutral
59;3326;lab coat;0.3436867296695709;4;fear
60;3326;lab coat;0.46176663041114807;3;neutral
60;3326;lab coat;0.46176663041114807;3;neutral
60;3326;lab coat;0.46176663041114807;3;sad
61;3326;lab coat;0.46575701236724854;3;neutral
61;3326;lab coat;0.46575701236724854;3;neutral
61;3326;lab coat;0.46575701236724854;3;fear
62;3326;lab coat;0.43753498792648315;4;neutral
62;3326;lab coat;0.43753498792648315;4;angry
62;3326;lab coat;0.43753498792648315;4;sad
62;3326;lab coat;0.43753498792648315;4;angry
63;3326;lab coat;0.4695252776145935;4;neutral
63;3326;lab coat;0.4695252776145935;4;angry
63;3326;lab coat;0.4695252776145935;4;neutral
63;3326;lab coat;0.4695252776145935;4;sad
64;3326;lab coat;0.32661986351013184;4;neutral
64;3326;lab coat;0.32661986351013184;4;angry
64;3326;lab coat;0.32661986351013184;4;neutral
64;3326;lab coat;0.32661986351013184;4;fear
65;3326;lab coat;0.40274685621261597;4;sad
65;3326;lab coat;0.40274685621261597;4;angry
65;3326;lab coat;0.40274685621261597;4;sad
65;3326;lab coat;0.40274685621261597;4;fear
66;3326;lab coat;0.4310959279537201;4;sad
66;3326;lab coat;0.4310959279537201;4;sad
66;3326;lab coat;0.4310959279537201;4;neutral
66;3326;lab coat;0.4310959279537201;4;fear
67;3326;lab coat;0.4784170091152191;4;sad
67;3326;lab coat;0.4784170091152191;4;sad
67;3326;lab coat;0.4784170091152191;4;neutral
67;3326;lab coat;0.4784170091152191;4;fear
68;3326;lab coat;0.43117526173591614;4;sad
68;3326;lab coat;0.43117526173591614;4;sad
68;3326;lab coat;0.43117526173591614;4;happy
68;3326;lab coat;0.43117526173591614;4;fear
69;3326;lab coat;0.48748287558555603;4;neutral
69;3326;lab coat;0.48748287558555603;4;sad
69;3326;lab coat;0.48748287558555603;4;happy
69;3326;lab coat;0.48748287558555603;4;fear
70;3326;lab coat;0.4222651422023773;4;neutral
70;3326;lab coat;0.4222651422023773;4;sad
70;3326;lab coat;0.4222651422023773;4;happy
70;3326;lab coat;0.4222651422023773;4;fear
71;3326;lab coat;0.4676505923271179;4;neutral
71;3326;lab coat;0.4676505923271179;4;neutral
71;3326;lab coat;0.4676505923271179;4;fear
71;3326;lab coat;0.4676505923271179;4;angry
72;3326;lab coat;0.47097060084342957;4;neutral
72;3326;lab coat;0.47097060084342957;4;fear
72;3326;lab coat;0.47097060084342957;4;happy
72;3326;lab coat;0.47097060084342957;4;angry
73;3326;lab coat;0.45260220766067505;4;neutral
73;3326;lab coat;0.45260220766067505;4;fear
73;3326;lab coat;0.45260220766067505;4;happy
73;3326;lab coat;0.45260220766067505;4;angry
74;3326;lab coat;0.4459800720214844;3;sad
74;3326;lab coat;0.4459800720214844;3;neutral
74;3326;lab coat;0.4459800720214844;3;sad
75;3326;lab coat;0.6048164963722229;3;neutral
75;3326;lab coat;0.6048164963722229;3;happy
75;3326;lab coat;0.6048164963722229;3;fear
76;3326;lab coat;0.5526721477508545;2;neutral
76;3326;lab coat;0.5526721477508545;2;happy
77;3326;lab coat;0.48345720767974854;4;neutral
77;3326;lab coat;0.48345720767974854;4;angry
77;3326;lab coat;0.48345720767974854;4;fear
77;3326;lab coat;0.48345720767974854;4;sad
78;3326;lab coat;0.5116115808486938;4;sad
78;3326;lab coat;0.5116115808486938;4;neutral
78;3326;lab coat;0.5116115808486938;4;fear
78;3326;lab coat;0.5116115808486938;4;sad
79;3326;lab coat;0.49797773361206055;4;sad
79;3326;lab coat;0.49797773361206055;4;fear
79;3326;lab coat;0.49797773361206055;4;neutral
79;3326;lab coat;0.49797773361206055;4;sad
80;3326;lab coat;0.43378934264183044;4;neutral
80;3326;lab coat;0.43378934264183044;4;fear
80;3326;lab coat;0.43378934264183044;4;happy
80;3326;lab coat;0.43378934264183044;4;sad
81;3326;lab coat;0.46484994888305664;4;sad
81;3326;lab coat;0.46484994888305664;4;fear
81;3326;lab coat;0.46484994888305664;4;happy
81;3326;lab coat;0.46484994888305664;4;angry
82;3326;lab coat;0.47195306420326233;4;neutral
82;3326;lab coat;0.47195306420326233;4;fear
82;3326;lab coat;0.47195306420326233;4;happy
82;3326;lab coat;0.47195306420326233;4;sad
83;3326;lab coat;0.5898085832595825;4;neutral
83;3326;lab coat;0.5898085832595825;4;fear
83;3326;lab coat;0.5898085832595825;4;neutral
83;3326;lab coat;0.5898085832595825;4;sad
84;3326;lab coat;0.7183501720428467;4;sad
84;3326;lab coat;0.7183501720428467;4;sad
84;3326;lab coat;0.7183501720428467;4;neutral
84;3326;lab coat;0.7183501720428467;4;sad
85;3326;lab coat;0.72698974609375;4;sad
85;3326;lab coat;0.72698974609375;4;sad
85;3326;lab coat;0.72698974609375;4;happy
85;3326;lab coat;0.72698974609375;4;sad
86;3326;lab coat;0.6154971122741699;3;sad
86;3326;lab coat;0.6154971122741699;3;happy
86;3326;lab coat;0.6154971122741699;3;angry
87;3326;lab coat;0.5232471823692322;2;neutral
87;3326;lab coat;0.5232471823692322;2;happy
88;3326;lab coat;0.6483808159828186;4;neutral
88;3326;lab coat;0.6483808159828186;4;angry
88;3326;lab coat;0.6483808159828186;4;fear
88;3326;lab coat;0.6483808159828186;4;neutral
89;3326;lab coat;0.7228002548217773;3;neutral
89;3326;lab coat;0.7228002548217773;3;angry
89;3326;lab coat;0.7228002548217773;3;happy
90;3326;lab coat;0.7214728593826294;4;neutral
90;3326;lab coat;0.7214728593826294;4;angry
90;3326;lab coat;0.7214728593826294;4;neutral
90;3326;lab coat;0.7214728593826294;4;fear
91;3326;lab coat;0.7136607766151428;4;neutral
91;3326;lab coat;0.7136607766151428;4;angry
91;3326;lab coat;0.7136607766151428;4;neutral
91;3326;lab coat;0.7136607766151428;4;fear
92;3326;lab coat;0.7533040046691895;4;neutral
92;3326;lab coat;0.7533040046691895;4;angry
92;3326;lab coat;0.7533040046691895;4;fear
92;3326;lab coat;0.7533040046691895;4;happy
93;3326;lab coat;0.6827969551086426;4;neutral
93;3326;lab coat;0.6827969551086426;4;angry
93;3326;lab coat;0.6827969551086426;4;neutral
93;3326;lab coat;0.6827969551086426;4;fear
94;3326;lab coat;0.686337411403656;2;neutral
94;3326;lab coat;0.686337411403656;2;angry
95;3326;lab coat;0.5771363377571106;2;neutral
95;3326;lab coat;0.5771363377571106;2;angry
96;3326;lab coat;0.49168723821640015;2;neutral
96;3326;lab coat;0.49168723821640015;2;angry
97;3326;lab coat;0.49577170610427856;2;neutral
97;3326;lab coat;0.49577170610427856;2;angry
98;3326;lab coat;0.4738806188106537;2;neutral
98;3326;lab coat;0.4738806188106537;2;angry
99;3326;lab coat;0.4960293471813202;1;neutral
100;3326;lab coat;0.46952158212661743;2;neutral
100;3326;lab coat;0.46952158212661743;2;angry
101;3326;lab coat;0.4842367172241211;2;neutral
101;3326;lab coat;0.4842367172241211;2;angry
102;3326;lab coat;0.34235700964927673;2;neutral
102;3326;lab coat;0.34235700964927673;2;fear
103;3326;lab coat;0.3379174768924713;2;neutral
103;3326;lab coat;0.3379174768924713;2;fear
104;3326;lab coat;0.25474146008491516;2;neutral
104;3326;lab coat;0.25474146008491516;2;fear
105;3326;lab coat;0.290310800075531;1;neutral
106;3326;lab coat;0.4936453402042389;1;neutral
107;3326;lab coat;0.3858787715435028;1;happy
108;3326;lab coat;0.5008598566055298;1;happy
109;3326;lab coat;0.5154281258583069;1;happy
110;3326;lab coat;0.3807385265827179;1;happy
111;3326;lab coat;0.406121164560318;1;happy
112;3326;lab coat;0.551712155342102;2;happy
112;3326;lab coat;0.551712155342102;2;angry
113;3326;lab coat;0.6227923631668091;3;happy
113;3326;lab coat;0.6227923631668091;3;angry
113;3326;lab coat;0.6227923631668091;3;fear
114;3326;lab coat;0.624013364315033;3;happy
114;3326;lab coat;0.624013364315033;3;angry
114;3326;lab coat;0.624013364315033;3;fear
115;3326;lab coat;0.6177533268928528;3;happy
115;3326;lab coat;0.6177533268928528;3;angry
115;3326;lab coat;0.6177533268928528;3;fear
116;3326;lab coat;0.6330574750900269;2;happy
116;3326;lab coat;0.6330574750900269;2;angry
117;3326;lab coat;0.45503106713294983;1;neutral
118;3326;lab coat;0.486398309469223;1;neutral
119;3326;lab coat;0.47022274136543274;1;neutral
120;3326;lab coat;0.6021512746810913;1;neutral
121;3326;lab coat;0.5921756625175476;1;neutral
122;3326;lab coat;0.6089620590209961;1;neutral
123;3326;lab coat;0.6555622816085815;1;neutral
124;3326;lab coat;0.5358578562736511;1;neutral
125;3326;lab coat;0.4034976065158844;1;neutral
126;3326;lab coat;0.500117301940918;1;neutral
127;3326;lab coat;0.5123611092567444;1;neutral
128;3326;lab coat;0.44628259539604187;1;neutral
129;3326;lab coat;0.32754918932914734;1;neutral
130;3326;lab coat;0.2480020523071289;1;neutral
131;3326;lab coat;0.3638533651828766;1;neutral
132;3326;lab coat;0.3191353380680084;1;neutral
133;3326;lab coat;0.324771910905838;1;neutral
134;3326;lab coat;0.38508307933807373;1;neutral
135;3326;lab coat;0.3518601655960083;2;fear
135;3326;lab coat;0.3518601655960083;2;neutral
136;3326;lab coat;0.3546346127986908;1;neutral
137;3326;lab coat;0.3396349847316742;1;neutral
138;3326;lab coat;0.4388468265533447;1;neutral
139;3326;lab coat;0.4297642409801483;1;neutral
140;3326;lab coat;0.3818080425262451;2;happy
140;3326;lab coat;0.3818080425262451;2;neutral
141;3326;lab coat;0.436489462852478;2;happy
141;3326;lab coat;0.436489462852478;2;neutral
142;3326;lab coat;0.4152686893939972;2;happy
142;3326;lab coat;0.4152686893939972;2;neutral
143;3326;lab coat;0.2626418173313141;2;happy
143;3326;lab coat;0.2626418173313141;2;sad
144;3326;lab coat;0.33069178462028503;2;happy
144;3326;lab coat;0.33069178462028503;2;sad
145;3326;lab coat;0.31993117928504944;2;happy
145;3326;lab coat;0.31993117928504944;2;sad
146;3326;lab coat;0.34589332342147827;2;happy
146;3326;lab coat;0.34589332342147827;2;sad
147;3326;lab coat;0.3756638467311859;2;happy
147;3326;lab coat;0.3756638467311859;2;sad
148;3326;lab coat;0.2665964365005493;2;happy
148;3326;lab coat;0.2665964365005493;2;fear
149;3326;lab coat;0.3971419334411621;2;happy
149;3326;lab coat;0.3971419334411621;2;sad
150;3326;lab coat;0.44010698795318604;2;happy
150;3326;lab coat;0.44010698795318604;2;sad
151;3326;lab coat;0.449688196182251;2;happy
151;3326;lab coat;0.449688196182251;2;sad
152;3326;lab coat;0.380148708820343;2;happy
152;3326;lab coat;0.380148708820343;2;sad
153;3326;lab coat;0.3738936185836792;2;happy
153;3326;lab coat;0.3738936185836792;2;neutral
154;3326;lab coat;0.6049720048904419;2;happy
154;3326;lab coat;0.6049720048904419;2;sad
155;3326;lab coat;0.4995078444480896;2;happy
155;3326;lab coat;0.4995078444480896;2;sad
156;3326;lab coat;0.515434741973877;2;happy
156;3326;lab coat;0.515434741973877;2;sad
157;3326;lab coat;0.5131602883338928;2;happy
157;3326;lab coat;0.5131602883338928;2;sad
158;3326;lab coat;0.4986167848110199;2;happy
158;3326;lab coat;0.4986167848110199;2;sad
159;3326;lab coat;0.5388968586921692;2;happy
159;3326;lab coat;0.5388968586921692;2;sad
160;3326;lab coat;0.6440364718437195;2;happy
160;3326;lab coat;0.6440364718437195;2;sad
161;3326;lab coat;0.5503918528556824;2;happy
161;3326;lab coat;0.5503918528556824;2;sad
162;3326;lab coat;0.6087375283241272;2;happy
162;3326;lab coat;0.6087375283241272;2;sad
163;3326;lab coat;0.6249321103096008;2;happy
163;3326;lab coat;0.6249321103096008;2;sad
164;3326;lab coat;0.5681892037391663;2;happy
164;3326;lab coat;0.5681892037391663;2;neutral
165;3326;lab coat;0.4876188337802887;2;happy
165;3326;lab coat;0.4876188337802887;2;sad
166;3326;lab coat;0.43556493520736694;2;happy
166;3326;lab coat;0.43556493520736694;2;neutral
167;3326;lab coat;0.47151482105255127;2;happy
167;3326;lab coat;0.47151482105255127;2;neutral
168;3326;lab coat;0.5482177138328552;2;happy
168;3326;lab coat;0.5482177138328552;2;neutral
169;3326;lab coat;0.5342005491256714;2;happy
169;3326;lab coat;0.5342005491256714;2;neutral
170;3326;lab coat;0.517425000667572;2;happy
170;3326;lab coat;0.517425000667572;2;neutral
171;3326;lab coat;0.5905075669288635;2;happy
171;3326;lab coat;0.5905075669288635;2;neutral
172;3326;lab coat;0.5328574776649475;2;happy
172;3326;lab coat;0.5328574776649475;2;neutral
173;3326;lab coat;0.524651050567627;2;happy
173;3326;lab coat;0.524651050567627;2;neutral
174;3326;lab coat;0.6181003451347351;2;happy
174;3326;lab coat;0.6181003451347351;2;neutral
175;3326;lab coat;0.616185188293457;2;happy
175;3326;lab coat;0.616185188293457;2;neutral
176;3326;lab coat;0.4961303770542145;2;happy
176;3326;lab coat;0.4961303770542145;2;neutral
177;3326;lab coat;0.6050981283187866;2;happy
177;3326;lab coat;0.6050981283187866;2;neutral
178;3326;lab coat;0.5943483710289001;2;happy
178;3326;lab coat;0.5943483710289001;2;neutral
179;3326;lab coat;0.5672563910484314;2;happy
179;3326;lab coat;0.5672563910484314;2;neutral
180;3326;mortarboard;0.07104715704917908;1;happy
181;3326;mortarboard;0.07036954164505005;1;happy
182;3326;lab coat;0.041823860257864;1;happy
183;3326;lab coat;0.048379845917224884;1;happy
184;3326;lab coat;0.0342838391661644;1;happy
185;3326;lab coat;0.0508074127137661;1;happy
186;3326;mortarboard;0.05692414566874504;1;happy
187;3326;barbershop;0.05616796761751175;1;happy
188;3326;bathing cap;0.04293936491012573;1;happy
189;3326;barbershop;0.07167418301105499;1;happy
190;3326;seat belt;0.09453894197940826;1;happy
191;3326;Band Aid;0.12082118541002274;1;happy
192;3326;cleaver;0.09448602795600891;1;happy
193;3326;cleaver;0.09358342736959457;1;happy
194;3326;neck brace;0.06550272554159164;1;happy
195;3326;dumbbell;0.0643889307975769;1;happy
196;3326;dumbbell;0.10766874253749847;1;happy
197;3326;neck brace;0.12339930981397629;1;happy
198;3326;neck brace;0.1260404884815216;1;happy
199;3326;neck brace;0.11980266869068146;1;happy
200;3326;seat belt;0.07566605508327484;1;happy
201;3326;neck brace;0.09997499734163284;1;happy
202;3326;neck brace;0.14525941014289856;1;happy
203;3326;hand blower;0.04644126817584038;1;happy
204;3326;neck brace;0.046384718269109726;1;happy
205;3326;mortarboard;0.062354762107133865;1;happy
206;3326;neck brace;0.07918824255466461;1;happy
207;3326;neck brace;0.07375474274158478;1;happy
208;3326;neck brace;0.1006273478269577;1;happy
209;3326;Band Aid;0.09440930932760239;1;happy
210;3326;Band Aid;0.09000302106142044;1;happy
211;3326;Band Aid;0.07994254678487778;1;happy
212;3326;oxygen mask;0.07181248813867569;1;happy
213;3326;Band Aid;0.043039318174123764;1;happy
214;3326;cleaver;0.13644126057624817;1;happy
215;3326;cleaver;0.170476496219635;1;happy
216;3326;seat belt;0.06901197135448456;1;happy
217;3326;seat belt;0.06390067934989929;1;happy
218;3326;neck brace;0.0633450597524643;1;happy
219;3326;potter's wheel;0.031192928552627563;1;happy
220;3326;seat belt;0.07164449989795685;1;happy
221;3326;neck brace;0.07892616838216782;1;happy
222;3326;neck brace;0.07146044820547104;1;happy
223;3326;neck brace;0.07157516479492188;1;happy
224;3326;neck brace;0.05656393989920616;1;happy
225;3326;neck brace;0.05420009046792984;1;happy
226;3326;neck brace;0.05177467688918114;1;happy
227;3326;lab coat;0.03762497380375862;1;happy
228;3326;lab coat;0.03812286630272865;1;happy
229;3326;neck brace;0.03390922024846077;1;happy
230;3326;neck brace;0.0350104458630085;1;happy
231;3326;neck brace;0.026113487780094147;1;happy
232;3326;neck brace;0.035672470927238464;1;happy
233;3326;neck brace;0.05512801185250282;1;happy
234;3326;neck brace;0.054572075605392456;1;happy
235;3326;neck brace;0.03210514783859253;1;happy
236;3326;neck brace;0.053450942039489746;1;happy
237;3326;neck brace;0.03935892507433891;1;happy
238;3326;neck brace;0.04256323724985123;1;happy
239;3326;neck brace;0.04501696303486824;1;happy
240;3326;neck brace;0.03759121522307396;1;happy
241;3326;neck brace;0.03733490779995918;1;happy
242;3326;neck brace;0.054682791233062744;1;happy
243;3326;neck brace;0.0497845821082592;1;happy
244;3326;neck brace;0.08573917299509048;1;happy
